id,att
1843,"taste,beer,color,citrus,medium"
1844,"hop,medium,malt,flavor,chocolate"
1845,"hop,medium,malt,flavor,chocolate"
1846,"taste,beer,color,citrus,medium"
1847,"taste,beer,color,citrus,medium"
1848,"bottle,flavor,caramel,beer,taste"
1849,"taste,beer,color,citrus,medium"
1850,"beer,flavor,taste,aroma,color"
1851,"taste,beer,color,citrus,medium"
1852,"hop,medium,malt,flavor,chocolate"
1853,"beer,taste,light,bottle,alcohol"
1854,"beer,taste,aroma,malt,bit"
1855,"beer,taste,flavor,chocolate,coffee"
1856,"bottle,flavor,caramel,beer,taste"
1857,"hop,medium,malt,flavor,chocolate"
1858,"taste,beer,aroma,bottle,medium"
1859,"beer,taste,flavor,chocolate,coffee"
1860,"taste,beer,color,citrus,medium"
1861,"beer,taste,light,bottle,alcohol"
1862,"beer,taste,light,bottle,alcohol"
1863,"beer,flavor,taste,aroma,color"
1864,"beer,flavor,color,taste,malty"
1865,"bottle,flavor,caramel,beer,taste"
1866,"beer,flavor,taste,aroma,color"
1867,"beer,flavor,taste,aroma,color"
1868,"taste,beer,aroma,bottle,medium"
1869,"taste,beer,color,citrus,medium"
1870,"taste,beer,color,citrus,medium"
1871,"hop,medium,malt,flavor,chocolate"
1872,"hop,medium,malt,flavor,chocolate"
1873,"beer,flavor,taste,aroma,color"
1874,"beer,flavor,color,taste,malty"
1875,"beer,flavor,color,taste,malty"
1876,"beer,taste,flavor,chocolate,coffee"
1877,"bottle,flavor,caramel,beer,taste"
1878,"bottle,flavor,caramel,beer,taste"
1879,"taste,beer,color,citrus,medium"
1880,"orange,aroma,fruity,taste,beer"
1881,"beer,flavor,color,taste,malty"
1882,"beer,taste,light,bottle,alcohol"
1883,"beer,taste,light,bottle,alcohol"
1884,"orange,aroma,fruity,taste,beer"
1885,"taste,beer,color,citrus,medium"
1886,"hop,medium,malt,flavor,chocolate"
1887,"hop,medium,malt,flavor,chocolate"
1888,"taste,beer,color,citrus,medium"
1889,"orange,aroma,fruity,taste,beer"
1890,"beer,taste,light,bottle,alcohol"
1891,"beer,taste,aroma,malt,bit"
1892,"bottle,flavor,caramel,beer,taste"
1893,"hop,medium,malt,flavor,chocolate"
1894,"taste,beer,color,citrus,medium"
1895,"bottle,flavor,caramel,beer,taste"
1896,"hop,medium,malt,flavor,chocolate"
1897,"taste,beer,color,citrus,medium"
1898,"hop,medium,malt,flavor,chocolate"
1899,"beer,taste,flavor,chocolate,coffee"
1900,"taste,beer,color,citrus,medium"
1901,"taste,beer,color,citrus,medium"
1902,"orange,aroma,fruity,taste,beer"
1903,"beer,flavor,taste,aroma,color"
1904,"taste,beer,aroma,bottle,medium"
1905,"beer,taste,aroma,malt,bit"
1906,"taste,beer,color,citrus,medium"
1907,"hop,medium,malt,flavor,chocolate"
1908,"taste,beer,color,citrus,medium"
1909,"hop,medium,malt,flavor,chocolate"
1910,"hop,medium,malt,flavor,chocolate"
1911,"taste,beer,color,citrus,medium"
1912,"taste,beer,color,citrus,medium"
1913,"orange,aroma,fruity,taste,beer"
1914,"beer,taste,light,bottle,alcohol"
1915,"beer,taste,flavor,chocolate,coffee"
1916,"beer,flavor,taste,aroma,color"
1917,"taste,beer,color,citrus,medium"
1918,"taste,beer,color,citrus,medium"
1919,"beer,flavor,taste,aroma,color"
1920,"beer,taste,aroma,malt,bit"
1921,"beer,taste,flavor,chocolate,coffee"
1922,"beer,taste,flavor,chocolate,coffee"
1923,"taste,beer,color,citrus,medium"
1924,"beer,flavor,taste,aroma,color"
1925,"beer,flavor,taste,aroma,color"
1926,"taste,beer,color,citrus,medium"
1927,"orange,aroma,fruity,taste,beer"
1928,"beer,flavor,taste,aroma,color"
1929,"bottle,flavor,caramel,beer,taste"
1930,"beer,flavor,taste,aroma,color"
1931,"bottle,flavor,caramel,beer,taste"
1932,"hop,medium,malt,flavor,chocolate"
1933,"beer,flavor,color,taste,malty"
1934,"taste,beer,color,citrus,medium"
1935,"beer,flavor,taste,aroma,color"
1936,"beer,taste,flavor,chocolate,coffee"
1937,"taste,beer,color,citrus,medium"
1938,"beer,flavor,color,taste,malty"
1939,"bottle,flavor,caramel,beer,taste"
1940,"hop,medium,malt,flavor,chocolate"
1941,"orange,aroma,fruity,taste,beer"
1942,"taste,beer,aroma,bottle,medium"
1943,"beer,flavor,taste,aroma,color"
1944,"beer,taste,aroma,malt,bit"
1945,"taste,beer,color,citrus,medium"
1946,"hop,medium,malt,flavor,chocolate"
1947,"beer,flavor,taste,aroma,color"
1948,"beer,flavor,color,taste,malty"
1949,"beer,flavor,taste,aroma,color"
1950,"beer,taste,aroma,malt,bit"
1951,"beer,taste,light,bottle,alcohol"
1952,"beer,taste,flavor,chocolate,coffee"
1953,"beer,taste,aroma,malt,bit"
1954,"taste,beer,color,citrus,medium"
1955,"taste,beer,color,citrus,medium"
1956,"orange,aroma,fruity,taste,beer"
1957,"bottle,flavor,caramel,beer,taste"
1958,"beer,taste,light,bottle,alcohol"
1959,"beer,flavor,taste,aroma,color"
1960,"hop,medium,malt,flavor,chocolate"
1961,"hop,medium,malt,flavor,chocolate"
1962,"bottle,flavor,caramel,beer,taste"
1963,"taste,beer,aroma,bottle,medium"
1964,"beer,taste,aroma,malt,bit"
1965,"bottle,flavor,caramel,beer,taste"
1966,"beer,flavor,taste,aroma,color"
1967,"beer,taste,aroma,malt,bit"
1968,"bottle,flavor,caramel,beer,taste"
1969,"bottle,flavor,caramel,beer,taste"
1970,"beer,flavor,color,taste,malty"
1971,"bottle,flavor,caramel,beer,taste"
1972,"taste,beer,color,citrus,medium"
1973,"beer,flavor,taste,aroma,color"
1974,"orange,aroma,fruity,taste,beer"
1975,"beer,taste,aroma,malt,bit"
1976,"hop,medium,malt,flavor,chocolate"
1977,"taste,beer,color,citrus,medium"
1978,"beer,flavor,taste,aroma,color"
1979,"beer,taste,flavor,chocolate,coffee"
1980,"beer,taste,aroma,malt,bit"
1981,"beer,taste,light,bottle,alcohol"
1982,"beer,flavor,taste,aroma,color"
1983,"taste,beer,color,citrus,medium"
1984,"beer,taste,flavor,chocolate,coffee"
1985,"hop,medium,malt,flavor,chocolate"
1986,"orange,aroma,fruity,taste,beer"
1987,"beer,taste,flavor,chocolate,coffee"
1988,"orange,aroma,fruity,taste,beer"
1989,"taste,beer,color,citrus,medium"
1990,"taste,beer,aroma,bottle,medium"
1991,"orange,aroma,fruity,taste,beer"
1992,"hop,medium,malt,flavor,chocolate"
1993,"hop,medium,malt,flavor,chocolate"
1994,"taste,beer,color,citrus,medium"
1995,"beer,taste,flavor,chocolate,coffee"
1996,"beer,taste,aroma,malt,bit"
1997,"bottle,flavor,caramel,beer,taste"
1998,"beer,flavor,color,taste,malty"
1999,"orange,aroma,fruity,taste,beer"
2000,"beer,taste,flavor,chocolate,coffee"
2001,"taste,beer,color,citrus,medium"
2002,"beer,flavor,color,taste,malty"
2003,"beer,taste,aroma,malt,bit"
2004,"taste,beer,color,citrus,medium"
2005,"beer,taste,flavor,chocolate,coffee"
2006,"beer,taste,aroma,malt,bit"
2007,"hop,medium,malt,flavor,chocolate"
2008,"beer,flavor,taste,aroma,color"
2009,"beer,taste,flavor,chocolate,coffee"
2010,"hop,medium,malt,flavor,chocolate"
2011,"hop,medium,malt,flavor,chocolate"
2012,"taste,beer,color,citrus,medium"
2013,"beer,flavor,taste,aroma,color"
2014,"hop,medium,malt,flavor,chocolate"
2015,"bottle,flavor,caramel,beer,taste"
2016,"taste,beer,color,citrus,medium"
2017,"taste,beer,color,citrus,medium"
2018,"hop,medium,malt,flavor,chocolate"
2019,"orange,aroma,fruity,taste,beer"
2020,"taste,beer,color,citrus,medium"
2021,"hop,medium,malt,flavor,chocolate"
2022,"taste,beer,color,citrus,medium"
2023,"taste,beer,color,citrus,medium"
2024,"beer,taste,light,bottle,alcohol"
2025,"taste,beer,color,citrus,medium"
2026,"orange,aroma,fruity,taste,beer"
2027,"beer,taste,flavor,chocolate,coffee"
2028,"beer,taste,light,bottle,alcohol"
2029,"bottle,flavor,caramel,beer,taste"
2030,"beer,taste,flavor,chocolate,coffee"
2031,"hop,medium,malt,flavor,chocolate"
2032,"taste,beer,color,citrus,medium"
2033,"beer,flavor,color,taste,malty"
2034,"taste,beer,color,citrus,medium"
2035,"orange,aroma,fruity,taste,beer"
2036,"hop,medium,malt,flavor,chocolate"
2037,"taste,beer,color,citrus,medium"
2038,"beer,taste,flavor,chocolate,coffee"
2039,"beer,flavor,taste,aroma,color"
2040,"taste,beer,color,citrus,medium"
2041,"beer,flavor,taste,aroma,color"
2042,"hop,medium,malt,flavor,chocolate"
2043,"beer,flavor,taste,aroma,color"
2044,"hop,medium,malt,flavor,chocolate"
2045,"beer,taste,flavor,chocolate,coffee"
2046,"beer,flavor,taste,aroma,color"
2047,"taste,beer,aroma,bottle,medium"
2048,"taste,beer,color,citrus,medium"
2049,"beer,flavor,taste,aroma,color"
2050,"taste,beer,color,citrus,medium"
2051,"taste,beer,aroma,bottle,medium"
2052,"beer,flavor,taste,aroma,color"
2053,"taste,beer,color,citrus,medium"
2054,"hop,medium,malt,flavor,chocolate"
2055,"beer,flavor,taste,aroma,color"
2056,"beer,flavor,taste,aroma,color"
2057,"bottle,flavor,caramel,beer,taste"
2058,"taste,beer,color,citrus,medium"
2059,"beer,taste,aroma,malt,bit"
2060,"hop,medium,malt,flavor,chocolate"
2061,"beer,flavor,taste,aroma,color"
2062,"beer,taste,aroma,malt,bit"
2063,"taste,beer,color,citrus,medium"
2064,"orange,aroma,fruity,taste,beer"
2065,"taste,beer,color,citrus,medium"
2066,"hop,medium,malt,flavor,chocolate"
2067,"beer,flavor,taste,aroma,color"
2068,"beer,taste,flavor,chocolate,coffee"
2069,"bottle,flavor,caramel,beer,taste"
2070,"taste,beer,color,citrus,medium"
2071,"taste,beer,color,citrus,medium"
2072,"hop,medium,malt,flavor,chocolate"
2073,"orange,aroma,fruity,taste,beer"
2074,"orange,aroma,fruity,taste,beer"
2075,"bottle,flavor,caramel,beer,taste"
2076,"taste,beer,aroma,bottle,medium"
2077,"beer,flavor,taste,aroma,color"
2078,"taste,beer,color,citrus,medium"
2079,"taste,beer,color,citrus,medium"
2080,"taste,beer,color,citrus,medium"
2081,"orange,aroma,fruity,taste,beer"
2082,"beer,taste,light,bottle,alcohol"
2083,"hop,medium,malt,flavor,chocolate"
2084,"hop,medium,malt,flavor,chocolate"
2085,"taste,beer,color,citrus,medium"
2086,"hop,medium,malt,flavor,chocolate"
2087,"hop,medium,malt,flavor,chocolate"
2088,"bottle,flavor,caramel,beer,taste"
2089,"taste,beer,aroma,bottle,medium"
2090,"hop,medium,malt,flavor,chocolate"
2091,"bottle,flavor,caramel,beer,taste"
2092,"taste,beer,color,citrus,medium"
2093,"orange,aroma,fruity,taste,beer"
2094,"beer,flavor,color,taste,malty"
2095,"bottle,flavor,caramel,beer,taste"
2096,"taste,beer,color,citrus,medium"
2097,"taste,beer,color,citrus,medium"
2098,"orange,aroma,fruity,taste,beer"
2099,"orange,aroma,fruity,taste,beer"
2100,"beer,taste,flavor,chocolate,coffee"
2101,"beer,flavor,taste,aroma,color"
2102,"orange,aroma,fruity,taste,beer"
2103,"taste,beer,color,citrus,medium"
2104,"taste,beer,color,citrus,medium"
2105,"beer,taste,aroma,malt,bit"
2106,"hop,medium,malt,flavor,chocolate"
2107,"taste,beer,color,citrus,medium"
2108,"taste,beer,color,citrus,medium"
2109,"bottle,flavor,caramel,beer,taste"
2110,"hop,medium,malt,flavor,chocolate"
2111,"taste,beer,aroma,bottle,medium"
2112,"beer,taste,aroma,malt,bit"
2113,"orange,aroma,fruity,taste,beer"
2114,"beer,taste,flavor,chocolate,coffee"
2115,"taste,beer,color,citrus,medium"
2116,"orange,aroma,fruity,taste,beer"
2117,"bottle,flavor,caramel,beer,taste"
2118,"taste,beer,color,citrus,medium"
2119,"taste,beer,aroma,bottle,medium"
2120,"beer,taste,light,bottle,alcohol"
2121,"hop,medium,malt,flavor,chocolate"
2122,"taste,beer,color,citrus,medium"
2123,"beer,flavor,color,taste,malty"
2124,"taste,beer,color,citrus,medium"
2125,"beer,taste,aroma,malt,bit"
2126,"beer,taste,flavor,chocolate,coffee"
2127,"beer,taste,aroma,malt,bit"
2128,"taste,beer,color,citrus,medium"
2129,"hop,medium,malt,flavor,chocolate"
2130,"bottle,flavor,caramel,beer,taste"
2131,"bottle,flavor,caramel,beer,taste"
2132,"hop,medium,malt,flavor,chocolate"
2133,"beer,flavor,taste,aroma,color"
2134,"taste,beer,color,citrus,medium"
2135,"orange,aroma,fruity,taste,beer"
2136,"hop,medium,malt,flavor,chocolate"
2137,"beer,flavor,color,taste,malty"
2138,"beer,taste,flavor,chocolate,coffee"
2139,"beer,flavor,taste,aroma,color"
2141,"beer,taste,light,bottle,alcohol"
2142,"beer,taste,flavor,chocolate,coffee"
2143,"beer,taste,aroma,malt,bit"
2144,"taste,beer,color,citrus,medium"
2145,"beer,taste,aroma,malt,bit"
2146,"taste,beer,color,citrus,medium"
2147,"taste,beer,color,citrus,medium"
2148,"beer,taste,light,bottle,alcohol"
2149,"hop,medium,malt,flavor,chocolate"
2150,"beer,flavor,color,taste,malty"
2151,"taste,beer,color,citrus,medium"
2152,"taste,beer,aroma,bottle,medium"
2153,"beer,flavor,color,taste,malty"
2154,"bottle,flavor,caramel,beer,taste"
2155,"bottle,flavor,caramel,beer,taste"
2156,"beer,flavor,taste,aroma,color"
2157,"hop,medium,malt,flavor,chocolate"
2158,"bottle,flavor,caramel,beer,taste"
2159,"beer,taste,flavor,chocolate,coffee"
2160,"beer,taste,flavor,chocolate,coffee"
2161,"taste,beer,color,citrus,medium"
2162,"taste,beer,aroma,bottle,medium"
2163,"beer,flavor,color,taste,malty"
2164,"orange,aroma,fruity,taste,beer"
2165,"hop,medium,malt,flavor,chocolate"
2166,"beer,taste,light,bottle,alcohol"
2167,"beer,taste,aroma,malt,bit"
2168,"beer,flavor,taste,aroma,color"
2169,"beer,taste,aroma,malt,bit"
2170,"bottle,flavor,caramel,beer,taste"
2171,"bottle,flavor,caramel,beer,taste"
2172,"taste,beer,color,citrus,medium"
2173,"beer,flavor,taste,aroma,color"
2174,"beer,flavor,taste,aroma,color"
2175,"beer,flavor,taste,aroma,color"
2176,"hop,medium,malt,flavor,chocolate"
2177,"beer,taste,flavor,chocolate,coffee"
2178,"taste,beer,color,citrus,medium"
2179,"beer,flavor,taste,aroma,color"
2180,"beer,flavor,taste,aroma,color"
2181,"orange,aroma,fruity,taste,beer"
2182,"beer,taste,flavor,chocolate,coffee"
2183,"beer,flavor,taste,aroma,color"
2184,"beer,flavor,taste,aroma,color"
2185,"beer,flavor,taste,aroma,color"
2186,"beer,flavor,color,taste,malty"
2187,"beer,flavor,color,taste,malty"
2188,"taste,beer,aroma,bottle,medium"
2189,"beer,flavor,taste,aroma,color"
2190,"hop,medium,malt,flavor,chocolate"
2191,"orange,aroma,fruity,taste,beer"
2192,"beer,flavor,taste,aroma,color"
2193,"taste,beer,color,citrus,medium"
2194,"orange,aroma,fruity,taste,beer"
2195,"taste,beer,color,citrus,medium"
2196,"beer,taste,flavor,chocolate,coffee"
2197,"taste,beer,color,citrus,medium"
2198,"taste,beer,color,citrus,medium"
2199,"taste,beer,color,citrus,medium"
2200,"hop,medium,malt,flavor,chocolate"
2201,"beer,taste,flavor,chocolate,coffee"
2202,"taste,beer,color,citrus,medium"
2203,"hop,medium,malt,flavor,chocolate"
2204,"beer,flavor,taste,aroma,color"
2205,"orange,aroma,fruity,taste,beer"
2206,"beer,flavor,taste,aroma,color"
2207,"beer,flavor,taste,aroma,color"
2208,"taste,beer,color,citrus,medium"
2209,"taste,beer,aroma,bottle,medium"
2210,"bottle,flavor,caramel,beer,taste"
2211,"taste,beer,color,citrus,medium"
2212,"taste,beer,color,citrus,medium"
2213,"orange,aroma,fruity,taste,beer"
2214,"bottle,flavor,caramel,beer,taste"
2215,"beer,flavor,taste,aroma,color"
2216,"beer,taste,flavor,chocolate,coffee"
2217,"bottle,flavor,caramel,beer,taste"
2218,"taste,beer,aroma,bottle,medium"
2219,"hop,medium,malt,flavor,chocolate"
2220,"bottle,flavor,caramel,beer,taste"
2221,"orange,aroma,fruity,taste,beer"
2222,"bottle,flavor,caramel,beer,taste"
2223,"beer,taste,flavor,chocolate,coffee"
2224,"hop,medium,malt,flavor,chocolate"
2225,"orange,aroma,fruity,taste,beer"
2226,"beer,taste,flavor,chocolate,coffee"
2227,"beer,flavor,taste,aroma,color"
2228,"hop,medium,malt,flavor,chocolate"
2229,"hop,medium,malt,flavor,chocolate"
2230,"orange,aroma,fruity,taste,beer"
2231,"beer,taste,light,bottle,alcohol"
2232,"beer,flavor,taste,aroma,color"
2233,"taste,beer,color,citrus,medium"
2234,"bottle,flavor,caramel,beer,taste"
2235,"beer,flavor,taste,aroma,color"
2236,"beer,flavor,color,taste,malty"
2237,"beer,flavor,taste,aroma,color"
2238,"hop,medium,malt,flavor,chocolate"
2239,"bottle,flavor,caramel,beer,taste"
2240,"beer,flavor,taste,aroma,color"
2241,"orange,aroma,fruity,taste,beer"
2242,"beer,flavor,taste,aroma,color"
2243,"taste,beer,color,citrus,medium"
2244,"bottle,flavor,caramel,beer,taste"
2245,"beer,flavor,taste,aroma,color"
2246,"beer,taste,aroma,malt,bit"
2247,"beer,flavor,taste,aroma,color"
2248,"orange,aroma,fruity,taste,beer"
2249,"beer,flavor,taste,aroma,color"
2250,"beer,taste,flavor,chocolate,coffee"
2251,"orange,aroma,fruity,taste,beer"
2252,"bottle,flavor,caramel,beer,taste"
2253,"hop,medium,malt,flavor,chocolate"
2254,"beer,taste,flavor,chocolate,coffee"
2255,"hop,medium,malt,flavor,chocolate"
2256,"hop,medium,malt,flavor,chocolate"
2257,"hop,medium,malt,flavor,chocolate"
2258,"bottle,flavor,caramel,beer,taste"
2259,"beer,taste,aroma,malt,bit"
2260,"bottle,flavor,caramel,beer,taste"
2261,"taste,beer,color,citrus,medium"
2262,"bottle,flavor,caramel,beer,taste"
2263,"taste,beer,color,citrus,medium"
2264,"taste,beer,aroma,bottle,medium"
2265,"taste,beer,color,citrus,medium"
2266,"taste,beer,color,citrus,medium"
2267,"beer,taste,aroma,malt,bit"
2268,"taste,beer,aroma,bottle,medium"
2269,"hop,medium,malt,flavor,chocolate"
2270,"hop,medium,malt,flavor,chocolate"
2271,"hop,medium,malt,flavor,chocolate"
2272,"hop,medium,malt,flavor,chocolate"
2273,"beer,taste,flavor,chocolate,coffee"
2274,"hop,medium,malt,flavor,chocolate"
2275,"taste,beer,color,citrus,medium"
2276,"taste,beer,aroma,bottle,medium"
2277,"bottle,flavor,caramel,beer,taste"
2278,"bottle,flavor,caramel,beer,taste"
2279,"beer,flavor,taste,aroma,color"
2280,"taste,beer,color,citrus,medium"
2281,"bottle,flavor,caramel,beer,taste"
2282,"bottle,flavor,caramel,beer,taste"
2283,"taste,beer,color,citrus,medium"
2284,"beer,flavor,taste,aroma,color"
2285,"hop,medium,malt,flavor,chocolate"
2286,"orange,aroma,fruity,taste,beer"
2287,"taste,beer,color,citrus,medium"
2288,"bottle,flavor,caramel,beer,taste"
2289,"beer,flavor,color,taste,malty"
2290,"bottle,flavor,caramel,beer,taste"
2291,"hop,medium,malt,flavor,chocolate"
2292,"taste,beer,color,citrus,medium"
2293,"taste,beer,color,citrus,medium"
2294,"beer,flavor,taste,aroma,color"
2295,"hop,medium,malt,flavor,chocolate"
2296,"hop,medium,malt,flavor,chocolate"
2297,"hop,medium,malt,flavor,chocolate"
2298,"beer,taste,light,bottle,alcohol"
2299,"beer,taste,light,bottle,alcohol"
2300,"beer,taste,aroma,malt,bit"
2301,"taste,beer,aroma,bottle,medium"
2302,"bottle,flavor,caramel,beer,taste"
2303,"taste,beer,color,citrus,medium"
2304,"taste,beer,aroma,bottle,medium"
2305,"taste,beer,color,citrus,medium"
2306,"taste,beer,color,citrus,medium"
2307,"beer,flavor,color,taste,malty"
2308,"bottle,flavor,caramel,beer,taste"
2309,"taste,beer,aroma,bottle,medium"
2310,"beer,taste,flavor,chocolate,coffee"
2311,"beer,taste,flavor,chocolate,coffee"
2312,"taste,beer,color,citrus,medium"
2313,"bottle,flavor,caramel,beer,taste"
2314,"taste,beer,color,citrus,medium"
2315,"beer,taste,light,bottle,alcohol"
2316,"orange,aroma,fruity,taste,beer"
2317,"bottle,flavor,caramel,beer,taste"
2318,"beer,taste,light,bottle,alcohol"
2319,"beer,flavor,taste,aroma,color"
2320,"beer,taste,flavor,chocolate,coffee"
2321,"hop,medium,malt,flavor,chocolate"
2322,"orange,aroma,fruity,taste,beer"
2323,"taste,beer,color,citrus,medium"
2324,"orange,aroma,fruity,taste,beer"
2325,"hop,medium,malt,flavor,chocolate"
2326,"bottle,flavor,caramel,beer,taste"
2327,"hop,medium,malt,flavor,chocolate"
2328,"taste,beer,aroma,bottle,medium"
2329,"beer,flavor,color,taste,malty"
2330,"orange,aroma,fruity,taste,beer"
2331,"taste,beer,aroma,bottle,medium"
2332,"taste,beer,color,citrus,medium"
2333,"beer,taste,flavor,chocolate,coffee"
2334,"hop,medium,malt,flavor,chocolate"
2335,"taste,beer,color,citrus,medium"
2336,"taste,beer,color,citrus,medium"
2337,"bottle,flavor,caramel,beer,taste"
2338,"beer,taste,light,bottle,alcohol"
2339,"beer,taste,aroma,malt,bit"
2340,"hop,medium,malt,flavor,chocolate"
2341,"hop,medium,malt,flavor,chocolate"
2342,"bottle,flavor,caramel,beer,taste"
2343,"beer,taste,light,bottle,alcohol"
2344,"bottle,flavor,caramel,beer,taste"
2345,"taste,beer,color,citrus,medium"
2346,"beer,flavor,taste,aroma,color"
2347,"beer,taste,light,bottle,alcohol"
2348,"beer,flavor,taste,aroma,color"
2349,"taste,beer,aroma,bottle,medium"
2350,"hop,medium,malt,flavor,chocolate"
2351,"taste,beer,color,citrus,medium"
2352,"taste,beer,color,citrus,medium"
2353,"orange,aroma,fruity,taste,beer"
2354,"beer,taste,aroma,malt,bit"
2355,"beer,taste,flavor,chocolate,coffee"
2356,"orange,aroma,fruity,taste,beer"
2357,"beer,taste,light,bottle,alcohol"
2358,"beer,taste,light,bottle,alcohol"
2359,"beer,flavor,taste,aroma,color"
2360,"beer,flavor,taste,aroma,color"
2361,"beer,flavor,taste,aroma,color"
2362,"bottle,flavor,caramel,beer,taste"
2363,"taste,beer,aroma,bottle,medium"
2364,"taste,beer,color,citrus,medium"
2365,"beer,taste,light,bottle,alcohol"
2366,"taste,beer,color,citrus,medium"
2367,"beer,taste,flavor,chocolate,coffee"
2368,"beer,flavor,taste,aroma,color"
2369,"bottle,flavor,caramel,beer,taste"
2370,"taste,beer,aroma,bottle,medium"
2371,"hop,medium,malt,flavor,chocolate"
2372,"beer,flavor,taste,aroma,color"
2373,"beer,taste,flavor,chocolate,coffee"
2374,"beer,flavor,taste,aroma,color"
2375,"beer,flavor,taste,aroma,color"
2376,"beer,taste,flavor,chocolate,coffee"
2377,"bottle,flavor,caramel,beer,taste"
2378,"hop,medium,malt,flavor,chocolate"
2379,"hop,medium,malt,flavor,chocolate"
2380,"taste,beer,aroma,bottle,medium"
2381,"beer,flavor,taste,aroma,color"
2382,"taste,beer,aroma,bottle,medium"
2383,"taste,beer,color,citrus,medium"
2384,"taste,beer,color,citrus,medium"
2385,"orange,aroma,fruity,taste,beer"
2386,"taste,beer,color,citrus,medium"
2388,"orange,aroma,fruity,taste,beer"
2389,"taste,beer,color,citrus,medium"
2390,"taste,beer,color,citrus,medium"
2391,"beer,flavor,color,taste,malty"
2392,"beer,flavor,taste,aroma,color"
2393,"orange,aroma,fruity,taste,beer"
2394,"bottle,flavor,caramel,beer,taste"
2395,"beer,flavor,color,taste,malty"
2396,"beer,taste,aroma,malt,bit"
2397,"beer,flavor,color,taste,malty"
2398,"taste,beer,color,citrus,medium"
2399,"beer,taste,light,bottle,alcohol"
2400,"taste,beer,color,citrus,medium"
2401,"beer,taste,aroma,malt,bit"
2402,"taste,beer,color,citrus,medium"
2403,"beer,flavor,taste,aroma,color"
2404,"taste,beer,color,citrus,medium"
2405,"taste,beer,color,citrus,medium"
2406,"beer,flavor,taste,aroma,color"
2407,"hop,medium,malt,flavor,chocolate"
2408,"beer,flavor,taste,aroma,color"
2409,"hop,medium,malt,flavor,chocolate"
2410,"beer,flavor,color,taste,malty"
2411,"taste,beer,aroma,bottle,medium"
2412,"beer,taste,flavor,chocolate,coffee"
2413,"beer,taste,flavor,chocolate,coffee"
2414,"beer,flavor,taste,aroma,color"
2415,"orange,aroma,fruity,taste,beer"
2416,"hop,medium,malt,flavor,chocolate"
2417,"hop,medium,malt,flavor,chocolate"
2418,"beer,flavor,taste,aroma,color"
2419,"taste,beer,color,citrus,medium"
2420,"bottle,flavor,caramel,beer,taste"
2421,"beer,flavor,taste,aroma,color"
2422,"beer,taste,flavor,chocolate,coffee"
2423,"beer,taste,light,bottle,alcohol"
2424,"taste,beer,color,citrus,medium"
2425,"beer,flavor,color,taste,malty"
2426,"beer,flavor,taste,aroma,color"
2427,"taste,beer,color,citrus,medium"
2428,"orange,aroma,fruity,taste,beer"
2429,"bottle,flavor,caramel,beer,taste"
2430,"beer,taste,aroma,malt,bit"
2431,"beer,taste,flavor,chocolate,coffee"
2432,"hop,medium,malt,flavor,chocolate"
2433,"beer,taste,flavor,chocolate,coffee"
2434,"beer,flavor,taste,aroma,color"
2435,"hop,medium,malt,flavor,chocolate"
2436,"bottle,flavor,caramel,beer,taste"
2437,"taste,beer,aroma,bottle,medium"
2438,"bottle,flavor,caramel,beer,taste"
2439,"taste,beer,color,citrus,medium"
2440,"beer,taste,flavor,chocolate,coffee"
2441,"beer,taste,light,bottle,alcohol"
2442,"taste,beer,aroma,bottle,medium"
2443,"beer,taste,light,bottle,alcohol"
2444,"beer,flavor,taste,aroma,color"
2445,"hop,medium,malt,flavor,chocolate"
2446,"taste,beer,color,citrus,medium"
2447,"beer,taste,light,bottle,alcohol"
2448,"beer,flavor,taste,aroma,color"
2449,"beer,flavor,taste,aroma,color"
2450,"bottle,flavor,caramel,beer,taste"
2451,"beer,taste,aroma,malt,bit"
2452,"beer,flavor,color,taste,malty"
2453,"bottle,flavor,caramel,beer,taste"
2454,"beer,flavor,taste,aroma,color"
2455,"hop,medium,malt,flavor,chocolate"
2456,"taste,beer,aroma,bottle,medium"
2457,"taste,beer,color,citrus,medium"
2458,"taste,beer,aroma,bottle,medium"
2459,"taste,beer,color,citrus,medium"
2460,"beer,flavor,color,taste,malty"
2461,"hop,medium,malt,flavor,chocolate"
2462,"taste,beer,color,citrus,medium"
2463,"bottle,flavor,caramel,beer,taste"
2464,"taste,beer,aroma,bottle,medium"
2465,"taste,beer,color,citrus,medium"
2466,"taste,beer,color,citrus,medium"
2467,"beer,flavor,taste,aroma,color"
2468,"orange,aroma,fruity,taste,beer"
2469,"beer,taste,light,bottle,alcohol"
2470,"beer,flavor,color,taste,malty"
2471,"bottle,flavor,caramel,beer,taste"
2472,"beer,flavor,taste,aroma,color"
2473,"taste,beer,color,citrus,medium"
2474,"hop,medium,malt,flavor,chocolate"
2475,"taste,beer,color,citrus,medium"
2476,"taste,beer,color,citrus,medium"
2477,"hop,medium,malt,flavor,chocolate"
2478,"bottle,flavor,caramel,beer,taste"
2479,"taste,beer,color,citrus,medium"
2480,"bottle,flavor,caramel,beer,taste"
2481,"beer,taste,light,bottle,alcohol"
2482,"beer,taste,light,bottle,alcohol"
2483,"taste,beer,color,citrus,medium"
2484,"beer,taste,light,bottle,alcohol"
2486,"beer,flavor,color,taste,malty"
2487,"orange,aroma,fruity,taste,beer"
2488,"taste,beer,color,citrus,medium"
2489,"beer,taste,light,bottle,alcohol"
2490,"beer,taste,light,bottle,alcohol"
